,gene_id,hacat_stim_1,hacat_stim_2,hacat_unstim_1,hacat_unstim_2,myla_1,myla_2,naive_T_1,naive_T_2,GM12878,hacat_stim,hacat_unstim,myla,naive_T,transcript_hacat_stim_1,transcript_hacat_stim_2,transcript_hacat_unstim_1,transcript_hacat_unstim_2,transcript_myla_1,transcript_myla_2,transcript_naive_T_1,transcript_naive_T_2,transcript_GM12878,transcript_hacat_stim,transcript_hacat_unstim,transcript_myla,transcript_naive_T,linked_SNP_hacat_stim_1,linked_SNP_hacat_stim_2,linked_SNP_hacat_unstim_1,linked_SNP_hacat_unstim_2,linked_SNP_myla_1,linked_SNP_myla_2,linked_SNP_naive_T_1,linked_SNP_naive_T_2,linked_SNP_GM12878,linked_SNP_hacat_stim,linked_SNP_hacat_unstim,linked_SNP_myla,linked_SNP_naive_T,gene_name
44,ENSG00000125447,1.0,1.0,1.0,1.0,1.7851027558099998e-06,1.0,1.0,1.0,1.0,1.0,1.0,1.8391830893800002e-07,1.0,"{'ENST00000582717', 'ENST00000579743', 'ENST00000578348', 'ENST00000580799', 'ENST00000537686', 'ENST00000582486', 'ENST00000538886'}","{'ENST00000582717', 'ENST00000579743', 'ENST00000578348', 'ENST00000580799', 'ENST00000537686', 'ENST00000582486', 'ENST00000538886'}","{'ENST00000582717', 'ENST00000579743', 'ENST00000578348', 'ENST00000580799', 'ENST00000537686', 'ENST00000582486', 'ENST00000538886'}","{'ENST00000582717', 'ENST00000579743', 'ENST00000578348', 'ENST00000580799', 'ENST00000537686', 'ENST00000582486', 'ENST00000538886'}","{'ENST00000582717', 'ENST00000579743', 'ENST00000583282', 'ENST00000578348', 'ENST00000580799', 'ENST00000537686', 'ENST00000582486', 'ENST00000538886'}","{'ENST00000582717', 'ENST00000579743', 'ENST00000578348', 'ENST00000580799', 'ENST00000537686', 'ENST00000582486', 'ENST00000538886'}","{'ENST00000582717', 'ENST00000579743', 'ENST00000578348', 'ENST00000580799', 'ENST00000537686', 'ENST00000582486', 'ENST00000538886'}","{'ENST00000582717', 'ENST00000579743', 'ENST00000578348', 'ENST00000580799', 'ENST00000537686', 'ENST00000582486', 'ENST00000538886'}","{'ENST00000582717', 'ENST00000579743', 'ENST00000578348', 'ENST00000580799', 'ENST00000537686', 'ENST00000582486', 'ENST00000538886'}","{'ENST00000582717', 'ENST00000579743', 'ENST00000578348', 'ENST00000580799', 'ENST00000537686', 'ENST00000582486', 'ENST00000538886'}","{'ENST00000582717', 'ENST00000579743', 'ENST00000578348', 'ENST00000580799', 'ENST00000537686', 'ENST00000582486', 'ENST00000538886'}","{'ENST00000582717', 'ENST00000579743', 'ENST00000583282', 'ENST00000578348', 'ENST00000580799', 'ENST00000537686', 'ENST00000582486', 'ENST00000538886'}","{'ENST00000582717', 'ENST00000579743', 'ENST00000578348', 'ENST00000580799', 'ENST00000537686', 'ENST00000582486', 'ENST00000538886'}","{'rs62085969_rs1005714', 'rs36039201_rs1005714', 'rs8075276_rs1005714', 'rs6501772_rs1005714', 'rs10539706_rs1005714', 'rs2279161_rs1005714'}","{'rs62085969_rs1005714', 'rs36039201_rs1005714', 'rs8075276_rs1005714', 'rs6501772_rs1005714', 'rs10539706_rs1005714', 'rs2279161_rs1005714'}","{'rs62085969_rs1005714', 'rs36039201_rs1005714', 'rs8075276_rs1005714', 'rs6501772_rs1005714', 'rs10539706_rs1005714', 'rs2279161_rs1005714'}","{'rs62085969_rs1005714', 'rs36039201_rs1005714', 'rs8075276_rs1005714', 'rs6501772_rs1005714', 'rs10539706_rs1005714', 'rs2279161_rs1005714'}","{'rs138947565_rs1005714', 'rs2242229_rs1005714', 'rs113459043_rs1005714', 'rs10539706_rs1005714', 'rs62085969_rs1005714', 'rs2242230_rs1005714', 'rs55815500_rs1005714', 'rs8075276_rs1005714', 'rs6501772_rs1005714', 'rs2306216_rs1005714', 'rs2242231_rs1005714', 'rs4789158_rs1005714', 'rs8067326_rs1005714', 'rs4789157_rs1005714', 'rs4788878_rs1005714', 'rs7212309_rs1005714', 'rs4789159_rs1005714', 'rs7225349_rs1005714', 'rs2279161_rs1005714', 'rs36039201_rs1005714', 'rs3841603_rs1005714', 'rs11077781_rs1005714', 'rs11444502_rs1005714'}","{'rs62085969_rs1005714', 'rs36039201_rs1005714', 'rs8075276_rs1005714', 'rs6501772_rs1005714', 'rs10539706_rs1005714', 'rs2279161_rs1005714'}","{'rs62085969_rs1005714', 'rs36039201_rs1005714', 'rs8075276_rs1005714', 'rs6501772_rs1005714', 'rs10539706_rs1005714', 'rs2279161_rs1005714'}","{'rs62085969_rs1005714', 'rs36039201_rs1005714', 'rs8075276_rs1005714', 'rs6501772_rs1005714', 'rs10539706_rs1005714', 'rs2279161_rs1005714'}","{'rs62085969_rs1005714', 'rs36039201_rs1005714', 'rs8075276_rs1005714', 'rs6501772_rs1005714', 'rs10539706_rs1005714', 'rs2279161_rs1005714'}","{'rs62085969_rs1005714', 'rs36039201_rs1005714', 'rs8075276_rs1005714', 'rs6501772_rs1005714', 'rs10539706_rs1005714', 'rs2279161_rs1005714'}","{'rs62085969_rs1005714', 'rs36039201_rs1005714', 'rs8075276_rs1005714', 'rs6501772_rs1005714', 'rs10539706_rs1005714', 'rs2279161_rs1005714'}","{'rs138947565_rs1005714', 'rs2242229_rs1005714', 'rs113459043_rs1005714', 'rs10539706_rs1005714', 'rs62085969_rs1005714', 'rs2242230_rs1005714', 'rs55815500_rs1005714', 'rs8075276_rs1005714', 'rs6501772_rs1005714', 'rs2306216_rs1005714', 'rs2242231_rs1005714', 'rs4789158_rs1005714', 'rs8067326_rs1005714', 'rs4789157_rs1005714', 'rs4788878_rs1005714', 'rs7212309_rs1005714', 'rs4789159_rs1005714', 'rs7225349_rs1005714', 'rs2279161_rs1005714', 'rs36039201_rs1005714', 'rs3841603_rs1005714', 'rs11077781_rs1005714', 'rs11444502_rs1005714'}","{'rs62085969_rs1005714', 'rs36039201_rs1005714', 'rs8075276_rs1005714', 'rs6501772_rs1005714', 'rs10539706_rs1005714', 'rs2279161_rs1005714'}",GGA3
45,ENSG00000125449,0.0050444431988699995,6.680813821519999e-16,0.00012416141336,1.24925344923e-14,4.98473509833e-09,5.8286647632e-06,7.15183567824e-17,2.989027579550001e-11,5.41117909584e-27,4.9508113876500006e-17,7.199277877509999e-13,4.77844637891e-13,4.30779983019e-24,"{'ENST00000245543', 'ENST00000584947', 'ENST00000582136', 'ENST00000581078'}","{'ENST00000245543', 'ENST00000584947', 'ENST00000582136', 'ENST00000581078'}",{'ENST00000584947'},"{'ENST00000245543', 'ENST00000584947', 'ENST00000582136', 'ENST00000581078'}","{'ENST00000245543', 'ENST00000584947', 'ENST00000582136', 'ENST00000581078'}","{'ENST00000245543', 'ENST00000584947', 'ENST00000582136', 'ENST00000581078'}","{'ENST00000245543', 'ENST00000584947', 'ENST00000582136', 'ENST00000581078'}","{'ENST00000245543', 'ENST00000584947', 'ENST00000582136', 'ENST00000581078'}","{'ENST00000245543', 'ENST00000584947', 'ENST00000582136', 'ENST00000581078'}","{'ENST00000245543', 'ENST00000584947', 'ENST00000582136', 'ENST00000581078'}","{'ENST00000245543', 'ENST00000584947', 'ENST00000582136', 'ENST00000581078'}","{'ENST00000245543', 'ENST00000584947', 'ENST00000582136', 'ENST00000581078'}","{'ENST00000245543', 'ENST00000584947', 'ENST00000582136', 'ENST00000581078'}","{'rs2291026_rs1005714', 'rs74533562_rs1005714', 'rs34942784_rs1005714', 'rs79397706_rs1005714', 'rs112679822_rs1005714', 'rs190824641_rs1005714', 'rs75176280_rs1005714', 'rs57884907_rs1005714', 'rs57722216_rs1005714'}","{'rs2291026_rs1005714', 'rs74533562_rs1005714', 'rs34942784_rs1005714', 'rs79397706_rs1005714', 'rs112679822_rs1005714', 'rs190824641_rs1005714', 'rs75176280_rs1005714', 'rs57884907_rs1005714', 'rs57722216_rs1005714'}","{'rs2291026_rs1005714', 'rs74533562_rs1005714', 'rs34942784_rs1005714', 'rs79397706_rs1005714', 'rs112679822_rs1005714', 'rs190824641_rs1005714', 'rs75176280_rs1005714', 'rs57884907_rs1005714', 'rs57722216_rs1005714'}","{'rs2291026_rs1005714', 'rs74533562_rs1005714', 'rs112679822_rs1005714', 'rs114370759_rs1005714', 'rs202052412_rs1005714', 'rs79397706_rs1005714', 'rs112508837_rs1005714', 'rs148059152_rs1005714', 'rs145845525_rs1005714', 'rs190824641_rs1005714', 'rs142798347_rs1005714', 'rs142919103_rs1005714', 'rs75176280_rs1005714'}","{'rs2291026_rs1005714', 'rs74533562_rs1005714', 'rs34942784_rs1005714', 'rs79397706_rs1005714', 'rs112679822_rs1005714', 'rs190824641_rs1005714', 'rs75176280_rs1005714', 'rs57884907_rs1005714', 'rs57722216_rs1005714'}","{'rs2291026_rs1005714', 'rs74533562_rs1005714', 'rs34942784_rs1005714', 'rs79397706_rs1005714', 'rs112679822_rs1005714', 'rs190824641_rs1005714', 'rs75176280_rs1005714', 'rs57884907_rs1005714', 'rs57722216_rs1005714'}","{'rs2291026_rs1005714', 'rs74533562_rs1005714', 'rs34942784_rs1005714', 'rs79397706_rs1005714', 'rs112679822_rs1005714', 'rs190824641_rs1005714', 'rs75176280_rs1005714', 'rs57884907_rs1005714', 'rs57722216_rs1005714'}","{'rs34942784_rs1005714', 'rs113459043_rs1005714', 'rs10539706_rs1005714', 'rs57884907_rs1005714', 'rs75176280_rs1005714', 'rs2291026_rs1005714', 'rs62085969_rs1005714', 'rs55815500_rs1005714', 'rs8075276_rs1005714', 'rs6501772_rs1005714', 'rs112679822_rs1005714', 'rs8067326_rs1005714', 'rs4788878_rs1005714', 'rs190824641_rs1005714', 'rs2279161_rs1005714', 'rs57722216_rs1005714', 'rs74533562_rs1005714', 'rs79397706_rs1005714', 'rs36039201_rs1005714', 'rs11444502_rs1005714'}","{'rs2291026_rs1005714', 'rs74533562_rs1005714', 'rs34942784_rs1005714', 'rs79397706_rs1005714', 'rs112679822_rs1005714', 'rs190824641_rs1005714', 'rs75176280_rs1005714', 'rs57884907_rs1005714', 'rs57722216_rs1005714'}","{'rs34942784_rs1005714', 'rs112104171_rs1005714', 'rs112508837_rs1005714', 'rs57884907_rs1005714', 'rs75176280_rs1005714', 'rs112898013_rs1005714', 'rs2291026_rs1005714', 'rs148059152_rs1005714', 'rs145845525_rs1005714', 'rs112679822_rs1005714', 'rs113333226_rs1005714', 'rs142919103_rs1005714', 'rs190824641_rs1005714', 'rs142798347_rs1005714', 'rs112478464_rs1005714', 'rs57722216_rs1005714', 'rs74533562_rs1005714', 'rs114370759_rs1005714', 'rs202052412_rs1005714', 'rs79397706_rs1005714'}","{'rs2291026_rs1005714', 'rs74533562_rs1005714', 'rs112679822_rs1005714', 'rs114370759_rs1005714', 'rs202052412_rs1005714', 'rs79397706_rs1005714', 'rs112508837_rs1005714', 'rs148059152_rs1005714', 'rs145845525_rs1005714', 'rs190824641_rs1005714', 'rs142798347_rs1005714', 'rs142919103_rs1005714', 'rs75176280_rs1005714'}","{'rs34942784_rs1005714', 'rs112104171_rs1005714', 'rs112508837_rs1005714', 'rs57884907_rs1005714', 'rs75176280_rs1005714', 'rs112898013_rs1005714', 'rs2291026_rs1005714', 'rs148059152_rs1005714', 'rs145845525_rs1005714', 'rs112679822_rs1005714', 'rs113333226_rs1005714', 'rs142919103_rs1005714', 'rs190824641_rs1005714', 'rs142798347_rs1005714', 'rs112478464_rs1005714', 'rs57722216_rs1005714', 'rs74533562_rs1005714', 'rs114370759_rs1005714', 'rs202052412_rs1005714', 'rs79397706_rs1005714'}","{'rs34942784_rs1005714', 'rs113459043_rs1005714', 'rs10539706_rs1005714', 'rs57884907_rs1005714', 'rs75176280_rs1005714', 'rs2291026_rs1005714', 'rs62085969_rs1005714', 'rs55815500_rs1005714', 'rs8075276_rs1005714', 'rs6501772_rs1005714', 'rs112679822_rs1005714', 'rs8067326_rs1005714', 'rs4788878_rs1005714', 'rs190824641_rs1005714', 'rs2279161_rs1005714', 'rs57722216_rs1005714', 'rs74533562_rs1005714', 'rs79397706_rs1005714', 'rs36039201_rs1005714', 'rs11444502_rs1005714'}",ARMC7
46,ENSG00000125450,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,"{'ENST00000579298', 'ENST00000579324', 'ENST00000245544', 'ENST00000583569'}","{'ENST00000579298', 'ENST00000579324', 'ENST00000245544', 'ENST00000583569'}","{'ENST00000579298', 'ENST00000579324', 'ENST00000245544', 'ENST00000583569'}","{'ENST00000579298', 'ENST00000579324', 'ENST00000245544', 'ENST00000583569'}","{'ENST00000579298', 'ENST00000579324', 'ENST00000245544', 'ENST00000583569'}","{'ENST00000579324', 'ENST00000245544', 'ENST00000540768', 'ENST00000579298', 'ENST00000583569'}","{'ENST00000579298', 'ENST00000579324', 'ENST00000245544', 'ENST00000583569'}","{'ENST00000579298', 'ENST00000579324', 'ENST00000245544', 'ENST00000583569'}","{'ENST00000579298', 'ENST00000579324', 'ENST00000245544', 'ENST00000583569'}","{'ENST00000579298', 'ENST00000579324', 'ENST00000245544', 'ENST00000583569'}","{'ENST00000579298', 'ENST00000579324', 'ENST00000245544', 'ENST00000583569'}","{'ENST00000579324', 'ENST00000245544', 'ENST00000540768', 'ENST00000579298', 'ENST00000583569'}","{'ENST00000579298', 'ENST00000579324', 'ENST00000245544', 'ENST00000583569'}","{'rs2291026_rs1005714', 'rs112679822_rs1005714'}","{'rs2291026_rs1005714', 'rs112679822_rs1005714'}","{'rs2291026_rs1005714', 'rs112679822_rs1005714'}","{'rs2291026_rs1005714', 'rs112679822_rs1005714'}","{'rs2291026_rs1005714', 'rs112679822_rs1005714'}","{'rs2291026_rs1005714', 'rs1005714_rs1005714', 'rs112679822_rs1005714'}","{'rs2291026_rs1005714', 'rs112679822_rs1005714'}","{'rs2291026_rs1005714', 'rs112679822_rs1005714'}","{'rs2291026_rs1005714', 'rs112679822_rs1005714'}","{'rs2291026_rs1005714', 'rs112679822_rs1005714'}","{'rs2291026_rs1005714', 'rs112679822_rs1005714'}","{'rs2291026_rs1005714', 'rs1005713_rs1005714', 'rs1005714_rs1005714', 'rs112679822_rs1005714'}","{'rs2291026_rs1005714', 'rs112679822_rs1005714'}",NUP85
47,ENSG00000125454,,0.0027900465552600003,,,,,,,,,,,0.00342942195359,,"{'ENST00000579207', 'ENST00000580151', 'ENST00000581988', 'ENST00000582778', 'ENST00000402418', 'ENST00000442286', 'ENST00000583332', 'ENST00000580994', 'ENST00000375261', 'ENST00000416858', 'ENST00000582822', 'ENST00000580273', 'ENST00000320362', 'ENST00000584438'}",,,,,,,,,,,"{'ENST00000579207', 'ENST00000580151', 'ENST00000581988', 'ENST00000582778', 'ENST00000402418', 'ENST00000442286', 'ENST00000583332', 'ENST00000580994', 'ENST00000375261', 'ENST00000416858', 'ENST00000582822', 'ENST00000580273', 'ENST00000320362', 'ENST00000584438'}",,"{'rs8067326_rs1005714', 'rs62085969_rs1005714', 'rs36039201_rs1005714', 'rs55815500_rs1005714', 'rs8075276_rs1005714', 'rs4788878_rs1005714', 'rs6501772_rs1005714', 'rs113459043_rs1005714', 'rs11444502_rs1005714', 'rs10539706_rs1005714', 'rs2279161_rs1005714'}",,,,,,,,,,,"{'rs8067326_rs1005714', 'rs62085969_rs1005714', 'rs36039201_rs1005714', 'rs55815500_rs1005714', 'rs8075276_rs1005714', 'rs4788878_rs1005714', 'rs6501772_rs1005714', 'rs113459043_rs1005714', 'rs11444502_rs1005714', 'rs10539706_rs1005714', 'rs2279161_rs1005714'}",SLC25A19
48,ENSG00000125457,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,"{'ENST00000245551', 'ENST00000580717', 'ENST00000649805', 'ENST00000579612', 'ENST00000579194', 'ENST00000578305', 'ENST00000577542', 'ENST00000580571', 'ENST00000325102', 'ENST00000579297', 'ENST00000581777'}","{'ENST00000245551', 'ENST00000580717', 'ENST00000649805', 'ENST00000579612', 'ENST00000579194', 'ENST00000578305', 'ENST00000577542', 'ENST00000580571', 'ENST00000325102', 'ENST00000579297', 'ENST00000581777'}","{'ENST00000245551', 'ENST00000580717', 'ENST00000649805', 'ENST00000579612', 'ENST00000579194', 'ENST00000578305', 'ENST00000577542', 'ENST00000580571', 'ENST00000325102', 'ENST00000579297', 'ENST00000581777'}","{'ENST00000245551', 'ENST00000580717', 'ENST00000649805', 'ENST00000579612', 'ENST00000579194', 'ENST00000578305', 'ENST00000577542', 'ENST00000580571', 'ENST00000325102', 'ENST00000579297', 'ENST00000581777'}","{'ENST00000245551', 'ENST00000580717', 'ENST00000649805', 'ENST00000579612', 'ENST00000579194', 'ENST00000578305', 'ENST00000577542', 'ENST00000580571', 'ENST00000325102', 'ENST00000579297', 'ENST00000581777'}","{'ENST00000245551', 'ENST00000580717', 'ENST00000649805', 'ENST00000579612', 'ENST00000579194', 'ENST00000578305', 'ENST00000577542', 'ENST00000580571', 'ENST00000325102', 'ENST00000579297', 'ENST00000581777'}","{'ENST00000245551', 'ENST00000580717', 'ENST00000649805', 'ENST00000579612', 'ENST00000579194', 'ENST00000578305', 'ENST00000577542', 'ENST00000580571', 'ENST00000325102', 'ENST00000579297', 'ENST00000581777'}","{'ENST00000245551', 'ENST00000580717', 'ENST00000649805', 'ENST00000579612', 'ENST00000579194', 'ENST00000578305', 'ENST00000577542', 'ENST00000580571', 'ENST00000325102', 'ENST00000579297', 'ENST00000581777'}","{'ENST00000245551', 'ENST00000580717', 'ENST00000649805', 'ENST00000579612', 'ENST00000579194', 'ENST00000578305', 'ENST00000577542', 'ENST00000580571', 'ENST00000325102', 'ENST00000579297', 'ENST00000581777'}","{'ENST00000245551', 'ENST00000580717', 'ENST00000649805', 'ENST00000579612', 'ENST00000579194', 'ENST00000578305', 'ENST00000577542', 'ENST00000580571', 'ENST00000325102', 'ENST00000579297', 'ENST00000581777'}","{'ENST00000245551', 'ENST00000580717', 'ENST00000649805', 'ENST00000579612', 'ENST00000579194', 'ENST00000578305', 'ENST00000577542', 'ENST00000580571', 'ENST00000325102', 'ENST00000579297', 'ENST00000581777'}","{'ENST00000245551', 'ENST00000580717', 'ENST00000649805', 'ENST00000579612', 'ENST00000579194', 'ENST00000578305', 'ENST00000577542', 'ENST00000580571', 'ENST00000325102', 'ENST00000579297', 'ENST00000581777'}","{'ENST00000245551', 'ENST00000580717', 'ENST00000649805', 'ENST00000579612', 'ENST00000579194', 'ENST00000578305', 'ENST00000577542', 'ENST00000580571', 'ENST00000325102', 'ENST00000579297', 'ENST00000581777'}",{'rs3809715_rs1005714'},{'rs3809715_rs1005714'},{'rs3809715_rs1005714'},{'rs3809715_rs1005714'},{'rs3809715_rs1005714'},{'rs3809715_rs1005714'},{'rs3809715_rs1005714'},{'rs3809715_rs1005714'},{'rs3809715_rs1005714'},{'rs3809715_rs1005714'},{'rs3809715_rs1005714'},{'rs3809715_rs1005714'},{'rs3809715_rs1005714'},MIF4GD
49,ENSG00000125458,,,,,2.35201924472e-08,,,,8.06014552372e-06,0.0036371887391700003,,1.47623116301e-09,,,,,,"{'ENST00000578337', 'ENST00000580423', 'ENST00000582170', 'ENST00000245552', 'ENST00000582160', 'ENST00000578407'}",,,,"{'ENST00000578337', 'ENST00000580423', 'ENST00000582170', 'ENST00000245552', 'ENST00000582160', 'ENST00000578407'}","{'ENST00000578337', 'ENST00000580423', 'ENST00000582170', 'ENST00000245552', 'ENST00000582160', 'ENST00000578407'}",,"{'ENST00000578337', 'ENST00000580423', 'ENST00000582170', 'ENST00000245552', 'ENST00000582160', 'ENST00000578407'}",,,,,,"{'rs2291026_rs1005714', 'rs74533562_rs1005714', 'rs34942784_rs1005714', 'rs79397706_rs1005714', 'rs112679822_rs1005714', 'rs190824641_rs1005714', 'rs75176280_rs1005714', 'rs57884907_rs1005714', 'rs57722216_rs1005714'}",,,,"{'rs2291026_rs1005714', 'rs74533562_rs1005714', 'rs34942784_rs1005714', 'rs79397706_rs1005714', 'rs112679822_rs1005714', 'rs190824641_rs1005714', 'rs75176280_rs1005714', 'rs57884907_rs1005714', 'rs57722216_rs1005714'}","{'rs2291026_rs1005714', 'rs74533562_rs1005714', 'rs112679822_rs1005714', 'rs114370759_rs1005714', 'rs202052412_rs1005714', 'rs79397706_rs1005714', 'rs112508837_rs1005714', 'rs148059152_rs1005714', 'rs145845525_rs1005714', 'rs190824641_rs1005714', 'rs142798347_rs1005714', 'rs142919103_rs1005714', 'rs75176280_rs1005714'}",,"{'rs2291026_rs1005714', 'rs74533562_rs1005714', 'rs34942784_rs1005714', 'rs79397706_rs1005714', 'rs112679822_rs1005714', 'rs190824641_rs1005714', 'rs75176280_rs1005714', 'rs57884907_rs1005714', 'rs57722216_rs1005714'}",,NT5C
50,ENSG00000125691,,,,,,,,,,,,0.00771316385231,,,,,,,,,,,,,"{'ENST00000378096', 'ENST00000394333', 'ENST00000479035', 'ENST00000394332', 'ENST00000245857', 'ENST00000577407', 'ENST00000470646'}",,,,,,,,,,,,,"{'rs201389301_rs883770', 'rs4065275_rs883770', 'rs7224129_rs883770', 'rs8065777_rs883770', 'rs9303280_rs883770', 'rs143385463_rs883770', 'rs12603332_rs883770', 'rs1031458_rs883770', 'rs7219923_rs883770', 'rs1031460_rs883770', 'rs58989791_rs883770', 'rs8074437_rs883770', 'rs9303281_rs883770'}",,RPL23
51,ENSG00000126353,,,,,,,,,0.00033558169009700005,,,,,,,,,,,,,"{'ENST00000578085', 'ENST00000246657', 'ENST00000579344'}",,,,,,,,,,,,,"{'rs34120102_rs883770', 'rs1453559_rs883770', 'rs11078925_rs883770', 'rs4795397_rs883770', 'rs11655198_rs883770', 'rs35564481_rs883770', 'rs11557466_rs883770'}",,,,,CCR7
52,ENSG00000127415,,,,,,,1.0,1.0,,,,,1.0,,,,,,,"{'ENST00000502910', 'ENST00000247933', 'ENST00000504568'}","{'ENST00000502910', 'ENST00000247933', 'ENST00000504568'}",,,,,"{'ENST00000502910', 'ENST00000247933', 'ENST00000504568'}",,,,,,,"{'rs11248061_rs11724804', 'rs4690220_rs11724804'}","{'rs11248061_rs11724804', 'rs4690220_rs11724804'}",,,,,"{'rs11248061_rs11724804', 'rs4690220_rs11724804'}",IDUA
53,ENSG00000127418,,,,,,,,,,,,,0.0048642021678,,,,,,,,,,,,,"{'ENST00000504138', 'ENST00000510644', 'ENST00000507339', 'ENST00000512174', 'ENST00000264748', 'ENST00000398484'}",,,,,,,,,,,,,"{'rs11248061_rs11724804', 'rs3796621_rs11724804', 'rs4690220_rs11724804'}",FGFRL1
54,ENSG00000127419,,,,1.47096990545e-11,,,,,1.64587101873e-08,,8.79757742946e-12,,,,,,"{'ENST00000510493', 'ENST00000514546', 'ENST00000622959', 'ENST00000515740', 'ENST00000264771', 'ENST00000514453', 'ENST00000515492', 'ENST00000508204', 'ENST00000507319', 'ENST00000509508'}",,,,,"{'ENST00000510493', 'ENST00000514546', 'ENST00000622959', 'ENST00000515740', 'ENST00000264771', 'ENST00000514453', 'ENST00000515492', 'ENST00000508204', 'ENST00000507319', 'ENST00000509508'}",,"{'ENST00000510493', 'ENST00000514546', 'ENST00000622959', 'ENST00000515740', 'ENST00000264771', 'ENST00000514453', 'ENST00000515492', 'ENST00000508204', 'ENST00000507319', 'ENST00000509508'}",,,,,,"{'rs11248061_rs11724804', 'rs3796621_rs11724804', 'rs4690220_rs11724804'}",,,,,"{'rs11248061_rs11724804', 'rs3796621_rs11724804', 'rs4690220_rs11724804'}",,"{'rs11248061_rs11724804', 'rs3796621_rs11724804', 'rs4690220_rs11724804'}",,,TMEM175
55,ENSG00000128595,,,,,,,,,,,,,0.00924536475132,,,,,,,,,,,,,"{'ENST00000249364', 'ENST00000449187', 'ENST00000542996', 'ENST00000535011', 'ENST00000479257'}",,,,,,,,,,,,,"{'rs117944677_rs36073657', 'rs13239597_rs36073657', 'rs117473643_rs36073657', 'rs17424602_rs36073657'}",CALU
56,ENSG00000128604,,9.96357720344e-05,,0.00329566857421,1.49221171898e-05,,,,1.5430175520399999e-06,1.79711376321e-05,5.81693148525e-06,1.2059586092000001e-08,,,"{'ENST00000249375', 'ENST00000464557', 'ENST00000613821', 'ENST00000477535', 'ENST00000402030', 'ENST00000467002', 'ENST00000357234', 'ENST00000619830', 'ENST00000489702', 'ENST00000473745', 'ENST00000479582'}",,"{'ENST00000249375', 'ENST00000464557', 'ENST00000613821', 'ENST00000477535', 'ENST00000402030', 'ENST00000467002', 'ENST00000357234', 'ENST00000619830', 'ENST00000489702', 'ENST00000473745', 'ENST00000479582'}","{'ENST00000249375', 'ENST00000464557', 'ENST00000613821', 'ENST00000477535', 'ENST00000402030', 'ENST00000467002', 'ENST00000357234', 'ENST00000619830', 'ENST00000489702', 'ENST00000473745', 'ENST00000479582'}",,,,"{'ENST00000249375', 'ENST00000464557', 'ENST00000613821', 'ENST00000477535', 'ENST00000402030', 'ENST00000467002', 'ENST00000357234', 'ENST00000619830', 'ENST00000489702', 'ENST00000473745', 'ENST00000479582'}","{'ENST00000249375', 'ENST00000464557', 'ENST00000613821', 'ENST00000477535', 'ENST00000402030', 'ENST00000467002', 'ENST00000357234', 'ENST00000619830', 'ENST00000489702', 'ENST00000473745', 'ENST00000479582'}","{'ENST00000249375', 'ENST00000464557', 'ENST00000613821', 'ENST00000477535', 'ENST00000402030', 'ENST00000467002', 'ENST00000357234', 'ENST00000619830', 'ENST00000489702', 'ENST00000473745', 'ENST00000479582'}","{'ENST00000249375', 'ENST00000464557', 'ENST00000613821', 'ENST00000477535', 'ENST00000402030', 'ENST00000467002', 'ENST00000357234', 'ENST00000619830', 'ENST00000489702', 'ENST00000473745', 'ENST00000479582'}",,,"{'rs4731534_rs12155080', 'rs12539741_rs36073657', 'rs10229001_rs12155080', 'rs4731533_rs12155080', 'rs71312830_rs36073657'}",,"{'rs4731534_rs12155080', 'rs12539741_rs36073657', 'rs10229001_rs12155080', 'rs4731533_rs12155080', 'rs71312830_rs36073657'}","{'rs117944677_rs36073657', 'rs13239597_rs36073657', 'rs117473643_rs36073657', 'rs17424602_rs36073657'}",,,,"{'rs17340351_rs36073657', 'rs13242075_rs36073657', 'rs80086012_rs36073657', 'rs4731534_rs12155080', 'rs143577465_rs36073657', 'rs34420397_rs36073657', 'rs12539741_rs36073657', 'rs10229001_rs12155080', 'rs4731533_rs12155080', 'rs17424921_rs36073657', 'rs71312830_rs36073657'}","{'rs117944677_rs36073657', 'rs17424602_rs36073657', 'rs117473643_rs36073657', 'rs4731534_rs12155080', 'rs12539741_rs36073657', 'rs10229001_rs12155080', 'rs4731533_rs12155080', 'rs13239597_rs36073657', 'rs71312830_rs36073657'}","{'rs4731534_rs12155080', 'rs12539741_rs36073657', 'rs10229001_rs12155080', 'rs4731533_rs12155080', 'rs71312830_rs36073657'}","{'rs117944677_rs36073657', 'rs17424602_rs36073657', 'rs117473643_rs36073657', 'rs4731534_rs12155080', 'rs12539741_rs36073657', 'rs10229001_rs12155080', 'rs4731533_rs12155080', 'rs13239597_rs36073657', 'rs71312830_rs36073657'}",,IRF5
